 -9.5435625999999999e+001	  2.9700277000000000e+001	  1.0000000000000000e+000	
 -9.5476913999999994e+001	  2.9831278999999999e+001	  2.0000000000000000e+000	
 -9.5490292999999994e+001	  2.9692499000000002e+001	  3.0000000000000000e+000	
 -9.5479336000000004e+001	  2.9634837999999998e+001	  3.0000000000000000e+000	
 -9.5424307999999996e+001	  2.9769027000000001e+001	  2.0000000000000000e+000	
 -9.5436977999999996e+001	  2.9724549000000000e+001	  1.0000000000000000e+000	
 -9.5379707999999994e+001	  2.9782226999999999e+001	  2.0000000000000000e+000	
 -9.5442498000000001e+001	  2.9696210000000001e+001	  1.0000000000000000e+000	
 -9.5461265999999995e+001	  2.9755742999999999e+001	  1.0000000000000000e+000	
 -9.5423509999999993e+001	  2.9722413000000000e+001	  1.0000000000000000e+000	
 -9.5392792000000000e+001	  2.9853332999999999e+001	  1.0000000000000000e+000	
 -9.5507649999999998e+001	  2.9714171000000000e+001	  3.0000000000000000e+000	
 -9.5301964999999996e+001	  2.9707858000000002e+001	  2.0000000000000000e+000	
 -9.5407964000000007e+001	  2.9789525999999999e+001	  2.0000000000000000e+000	
 -9.5477164999999999e+001	  2.9734324999999998e+001	  1.0000000000000000e+000	
 -9.5441978000000006e+001	  2.9751805999999998e+001	  1.0000000000000000e+000	
 -9.5444553999999997e+001	  2.9746209000000000e+001	  1.0000000000000000e+000	
 -9.5467631999999995e+001	  2.9617390000000000e+001	  3.0000000000000000e+000	
 -9.5497060000000005e+001	  2.9752496000000001e+001	  1.0000000000000000e+000	
 -9.5403350000000003e+001	  2.9791146000000001e+001	  2.0000000000000000e+000	
 -9.5483323999999996e+001	  2.9611889999999999e+001	  3.0000000000000000e+000	
 -9.5466579999999993e+001	  2.9664308999999999e+001	  3.0000000000000000e+000	
 -9.5453711999999996e+001	  2.9700237000000001e+001	  1.0000000000000000e+000	
 -9.5505785000000003e+001	  2.9683012000000002e+001	  3.0000000000000000e+000	
 -9.5412830999999997e+001	  2.9800723000000001e+001	  1.0000000000000000e+000	
 -9.5500204999999994e+001	  2.9672629000000001e+001	  3.0000000000000000e+000	
 -9.5325721000000001e+001	  2.9731394000000002e+001	  2.0000000000000000e+000	
 -9.5461460000000002e+001	  2.9764004000000000e+001	  1.0000000000000000e+000	
 -9.5476934999999997e+001	  2.9846318000000000e+001	  2.0000000000000000e+000	
 -9.5537047000000001e+001	  2.9727063999999999e+001	  3.0000000000000000e+000	
 -9.5369957999999997e+001	  2.9859006999999998e+001	  2.0000000000000000e+000	
 -9.5368144000000001e+001	  2.9720610000000001e+001	  2.0000000000000000e+000	
 -9.5513555999999994e+001	  2.9648340999999999e+001	  3.0000000000000000e+000	
 -9.5474697000000006e+001	  2.9679241999999999e+001	  1.0000000000000000e+000	
 -9.5451986000000005e+001	  2.9676321999999999e+001	  3.0000000000000000e+000	
 -9.5450892999999994e+001	  2.9660955999999999e+001	  3.0000000000000000e+000	
 -9.5494162000000003e+001	  2.9686775000000001e+001	  3.0000000000000000e+000	
 -9.5481172000000001e+001	  2.9665452999999999e+001	  3.0000000000000000e+000	
 -9.5490989999999996e+001	  2.9683530000000001e+001	  3.0000000000000000e+000	
 -9.5502279000000001e+001	  2.9651869000000001e+001	  3.0000000000000000e+000	
 -9.5502532000000002e+001	  2.9674147000000001e+001	  3.0000000000000000e+000	
 -9.5441565999999995e+001	  2.9836424000000001e+001	  2.0000000000000000e+000	
 -9.5458231999999995e+001	  2.9831681000000000e+001	  2.0000000000000000e+000	
 -9.5438029999999998e+001	  2.9824179000000001e+001	  2.0000000000000000e+000	
 -9.5439999999999998e+001	  2.9716090000000001e+001	  1.0000000000000000e+000	
 -9.5445684000000000e+001	  2.9712434999999999e+001	  1.0000000000000000e+000	
 -9.5549222999999998e+001	  2.9754066999999999e+001	  3.0000000000000000e+000	
 -9.5446512999999996e+001	  2.9814229999999998e+001	  1.0000000000000000e+000	
 -9.5435338000000002e+001	  2.9830112000000000e+001	  2.0000000000000000e+000	
 -9.5452439999999996e+001	  2.9854514999999999e+001	  1.0000000000000000e+000	
 -9.5443535999999995e+001	  2.9802969999999998e+001	  2.0000000000000000e+000	
 -9.5439744000000005e+001	  2.9719889999999999e+001	  1.0000000000000000e+000	
 -9.5411575999999997e+001	  2.9755779000000000e+001	  1.0000000000000000e+000	
 -9.5413307000000003e+001	  2.9809840000000001e+001	  2.0000000000000000e+000	
 -9.5406531999999999e+001	  2.9809927999999999e+001	  1.0000000000000000e+000	
 -9.5394266999999999e+001	  2.9792800000000000e+001	  1.0000000000000000e+000	
 -9.5424745999999999e+001	  2.9781206999999998e+001	  1.0000000000000000e+000	
